location,site,year1stTag,tag,plot,dah.yr0,dah.yr1,dah.yr1.max,height.yr0,height.yr1,stems.yr0,stems.yr1,yr0,dens.cont.yr0,densEffect.yr0,dah.superclass.yr0,mortality.yr1,name,nhlc
unh,eff,2010,350,199,0.21,0.18,NA,31,42,2,4,2011,12,11,A,NA,eff199,NA
unh,eff,2010,351,199,0.27,0.35,NA,43,52,1,1,2011,12,11,A,NA,eff199,NA
unh,eff,2010,327,201,0.55,0.6,NA,96,118,3,2,2011,17,16,B,NA,eff201,NA
unh,eff,2010,328,201,0.96,1.19,NA,172,197,3,2,2011,17,9,B,NA,eff201,NA
unh,eff,2010,329,201,1.24,1.41,NA,192,212,5,4,2011,17,0,B,NA,eff201,NA
unh,eff,2010,330,213,0.49,0.58,NA,83,91,2,2,2011,18,17,A,NA,eff213,NA
unh,eff,2010,331,213,1.08,1.33,NA,175,219,1,1,2011,18,7,B,NA,eff213,NA
unh,eff,2010,332,215,1.14,1.15,NA,230,242,2,2,2011,8,0,B,NA,eff215,NA
unh,eff,2010,333,215,0.83,0.94,NA,157,167,1,1,2011,8,3,B,NA,eff215,NA
unh,eff,2010,334,215,0.43,0.51,NA,60,84,1,1,2011,8,7,A,NA,eff215,NA
unh,eff,2010,206,25,2.08,2.02,NA,401,401,8,7,2011,2,0,C,NA,eff25,NA
unh,eff,2010,203,27,0.78,0.79,NA,118,129,1,1,2011,5,1,B,NA,eff27,NA
unh,eff,2010,204,27,0.21,0.24,NA,27,29,1,1,2011,5,4,A,NA,eff27,NA
unh,eff,2010,205,27,0.19,0.18,NA,25,20,1,1,2011,5,4,A,NA,eff27,NA
unh,eff,2010,207,31,0.47,0.63,NA,63,92,2,2,2011,2,1,A,NA,eff31,NA
unh,eff,2010,208,31,0.55,0.71,NA,91,108,1,1,2011,2,1,B,NA,eff31,NA
unh,eff,2010,209,34,0.34,0.46,NA,51,81,1,1,2011,8,7,A,NA,eff34,NA
unh,eff,2010,210,34,0.57,0.7,NA,104,134,1,1,2011,8,1,B,NA,eff34,NA
unh,eff,2010,211,34,0.48,0.57,NA,91,119,1,1,2011,8,7,A,NA,eff34,NA
unh,eff,2010,214,34,0.75,0.83,NA,120,172,1,1,2011,8,1,B,NA,eff34,NA
unh,eff,2010,213,35,0.36,0.37,NA,41,64,1,1,2011,1,0,A,NA,eff35,NA
unh,eff,2010,338,44,0.45,0.47,NA,106,116,2,2,2011,5,3,A,NA,eff44,NA
unh,eff,2010,339,44,0.26,0.27,NA,55,54,1,1,2011,5,4,A,NA,eff44,NA
unh,eff,2010,212,49,2.48,2.55,NA,401,401,1,1,2011,7,0,C,NA,eff49,NA
unh,eff,2010,215,51,0.26,0.23,NA,44,55,1,1,2011,4,3,A,NA,eff51,NA
unh,eff,2010,216,51,0.51,0.52,NA,120,130,4,4,2011,4,1,B,NA,eff51,NA
unh,eff,2010,217,51,0.68,0.63,NA,139,153,4,3,2011,4,1,B,NA,eff51,NA
unh,eff,2010,218,51,0.41,0.39,NA,51,56,4,4,2011,4,3,A,NA,eff51,NA
unh,eff,2010,219,61,0.61,0.67,NA,119,132,1,1,2011,2,0,B,NA,eff61,NA
unh,eff,2010,220,61,0.26,0.35,NA,50,77,3,3,2011,2,1,A,NA,eff61,NA
unh,eff,2010,221,62,1.45,1.46,NA,255,280,2,2,2011,18,0,B,NA,eff62,NA
unh,eff,2010,222,62,1,1.04,NA,156,178,1,1,2011,18,6,B,NA,eff62,NA
unh,eff,2010,223,62,0.81,0.9,NA,144,165,3,3,2011,18,6,B,NA,eff62,NA
unh,eff,2010,224,62,0.38,0.45,NA,60,79,1,1,2011,18,17,A,NA,eff62,NA
unh,eff,2010,225,62,0.42,0.41,NA,67,88,1,1,2011,18,17,A,NA,eff62,NA
unh,eff,2010,226,63,1.02,1.22,NA,167,195,1,1,2011,12,2,B,NA,eff63,NA
unh,eff,2010,227,63,0.74,0.82,NA,143,164,1,2,2011,12,2,B,NA,eff63,NA
unh,eff,2010,228,63,0.45,0.5,NA,76,103,1,1,2011,12,11,A,NA,eff63,NA
unh,eff,2010,229,66,0.83,0.75,NA,148,164,1,3,2011,7,4,B,NA,eff66,NA
unh,eff,2010,230,66,0.59,0.67,NA,100,151,1,1,2011,7,6,B,NA,eff66,NA
unh,eff,2010,231,66,1.27,1.45,NA,227,251,1,1,2011,7,-1,B,NA,eff66,NA
unh,eff,2010,232,76,0.94,0.98,NA,161,179,1,1,2011,12,0,B,NA,eff76,NA
unh,eff,2010,233,76,0.28,0.32,NA,43,57,1,1,2011,12,11,A,NA,eff76,NA
unh,eff,2010,234,76,0.48,0.65,NA,76,102,1,1,2011,12,11,A,NA,eff76,NA
unh,eff,2010,235,77,0.77,0.94,NA,139,160,1,1,2011,30,8,B,NA,eff77,NA
unh,eff,2010,236,77,0.84,0.96,NA,170,194,2,2,2011,30,8,B,NA,eff77,NA
unh,eff,2010,237,77,0.39,0.36,NA,65,78,1,2,2011,30,29,A,NA,eff77,NA
unh,eff,2010,238,77,0.42,0.55,NA,63,92,1,1,2011,30,29,A,NA,eff77,NA
unh,eff,2010,239,82,0.27,0.31,NA,41,56,1,1,2011,11,10,A,NA,eff82,NA
unh,eff,2010,240,82,0.68,0.73,NA,157,168,3,2,2011,11,1,B,NA,eff82,NA
unh,eff,2010,241,82,0.32,0.32,NA,45,66,1,1,2011,11,10,A,NA,eff82,NA
unh,eff,2010,242,84,3.98,3.89,4.32,401,501,1,1,2011,14,0,D,NA,eff84,NA
unh,eff,2010,243,84,0.75,0.9,NA,186,200,2,2,2011,14,3,B,NA,eff84,NA
unh,eff,2010,244,84,0.3,0.31,NA,50,60,1,1,2011,14,13,A,NA,eff84,NA
unh,eff,2010,245,84,1.25,1.29,NA,252,292,1,1,2011,14,0,B,NA,eff84,NA
unh,eff,2010,246,85,0.7,0.71,NA,84,86,5,5,2011,1,-1,B,NA,eff85,NA
unh,eff,2010,340,88,3.42,3.7,3.81,401,501,2,2,2011,8,1,C,NA,eff88,NA
unh,eff,2010,341,88,0.36,NA,NA,57,NA,2,NA,2011,8,7,A,1,eff88,NA
unh,eff,2010,342,88,0.38,0.37,NA,69,66,1,2,2011,8,7,A,NA,eff88,NA
unh,eff,2010,247,92,0.46,NA,NA,50,NA,2,NA,2011,23,22,A,NA,eff92,NA
unh,eff,2010,248,92,0.93,1.01,NA,189,209,5,5,2011,23,5,B,NA,eff92,NA
unh,eff,2010,250,93,0.94,0.93,NA,150,179,2,2,2011,24,12,B,NA,eff93,NA
unh,eff,2010,251,93,1.51,1.56,NA,260,288,5,5,2011,24,-1,B,NA,eff93,NA
unh,eff,2010,252,93,0.33,0.34,NA,50,60,4,4,2011,24,23,A,NA,eff93,NA
unh,eff,2010,253,95,1.21,1.41,NA,199,228,2,1,2011,26,1,B,NA,eff95,NA
unh,eff,2010,254,95,0.94,1.15,NA,181,232,1,1,2011,26,11,B,NA,eff95,NA
unh,eff,2010,255,95,0.34,0.42,NA,55,83,1,1,2011,26,25,A,NA,eff95,NA
unh,eff,2010,256,95,0.4,0.38,NA,48,62,1,1,2011,26,25,A,NA,eff95,NA
unh,eff,2010,343,99,0.45,0.42,NA,67,34,1,1,2011,15,14,A,NA,eff99,NA
unh,eff,2010,344,99,0.35,0.37,NA,60,78,2,2,2011,15,14,A,NA,eff99,NA
unh,eff,2010,345,99,2.35,2.33,NA,401,401,3,3,2011,15,0,C,NA,eff99,NA
unh,tofa,2011,444,1,6.19,6.15,6.55,401,501,6,6,2011,1,0,D,NA,tofa1,4
unh,tofa,2011,466,10,1.72,2.14,NA,280,336,1,1,2011,9,0,B,NA,tofa10,NA
unh,tofa,2011,467,10,0.43,0.49,NA,84,89,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,468,10,0.22,0.24,NA,35,40,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,469,10,0.46,0.54,NA,66,96,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,470,10,0.25,0.25,NA,43,50,1,2,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,471,10,0.28,0.32,NA,40,45,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,472,10,0.27,0.3,NA,44,44,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,473,10,0.32,0.32,NA,60,70,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,474,10,0.32,0.32,NA,45,56,1,1,2011,9,8,A,NA,tofa10,NA
unh,tofa,2011,475,11,4.38,3.9,4.25,390,401,2,2,2011,3,0,D,NA,tofa11,NA
unh,tofa,2011,476,11,2.74,3.35,NA,312,395,2,2,2011,3,1,C,NA,tofa11,NA
unh,tofa,2011,477,11,0.94,1.56,NA,167,247,2,2,2011,3,2,B,NA,tofa11,NA
unh,tofa,2011,478,12,0.87,1.11,NA,147,154,1,1,2011,4,3,B,NA,tofa12,NA
unh,tofa,2011,479,12,0.92,1.61,NA,168,241,1,1,2011,4,3,B,NA,tofa12,NA
unh,tofa,2011,481,12,0.66,0.85,NA,129,141,1,1,2011,4,3,B,NA,tofa12,NA
unh,tofa,2011,482,12,0.77,1.11,NA,140,145,1,1,2011,4,3,B,NA,tofa12,NA
unh,tofa,2011,483,13,0.5,0.65,NA,70,96,3,2,2011,1,0,B,NA,tofa13,NA
unh,tofa,2011,484,14,2.33,2.58,NA,292,333,1,1,2011,5,0,C,NA,tofa14,NA
unh,tofa,2011,485,14,0.93,0.9,NA,126,132,2,2,2011,5,2,B,NA,tofa14,NA
unh,tofa,2011,486,14,NA,0.23,NA,NA,30,NA,1,2011,5,0,NA,NA,tofa14,NA
unh,tofa,2011,487,14,0.48,0.45,NA,0.69,73,1,1,2011,5,4,A,NA,tofa14,NA
unh,tofa,2011,488,14,0.27,NA,NA,42,NA,2,NA,2011,5,4,A,NA,tofa14,NA
unh,tofa,2011,489,14,1.15,0.84,NA,90,121,1,2,2011,5,2,B,NA,tofa14,NA
unh,tofa,2011,490,15,0.82,1.34,NA,149,238,1,1,2011,2,1,B,NA,tofa15,NA
unh,tofa,2011,491,15,0.81,1.48,NA,159,245,1,1,2011,2,1,B,NA,tofa15,NA
unh,tofa,2011,492,16,0.38,0.5,NA,31,37,2,2,2011,5,4,A,NA,tofa16,NA
unh,tofa,2011,493,16,0.36,0.48,NA,36,60,3,3,2011,5,4,A,NA,tofa16,NA
unh,tofa,2011,494,16,0.09,0.1,NA,5,10,1,1,2011,5,4,A,NA,tofa16,NA
unh,tofa,2011,495,16,0.06,0.07,NA,5,7,1,1,2011,5,4,A,NA,tofa16,NA
unh,tofa,2011,496,16,0.14,0.19,NA,11,16,1,1,2011,5,4,A,NA,tofa16,NA
unh,tofa,2011,1301,16,NA,0.1,NA,NA,9,NA,1,2011,5,0,NA,NA,tofa16,NA
unh,tofa,2011,1302,16,NA,0.09,NA,NA,6,NA,1,2011,5,0,NA,NA,tofa16,NA
unh,tofa,2011,497,17,0.38,0.43,NA,39,65,1,1,2011,2,1,A,NA,tofa17,NA
unh,tofa,2011,498,17,0.28,0.42,NA,28,58,3,3,2011,2,1,A,NA,tofa17,NA
unh,tofa,2011,1011,18,0.22,NA,NA,36,NA,1,NA,2011,3,2,A,NA,tofa18,NA
unh,tofa,2011,1012,18,0.78,0.93,NA,103,141,2,2,2011,3,1,B,NA,tofa18,NA
unh,tofa,2011,1013,18,0.95,1.5,NA,121,178,1,1,2011,3,1,B,NA,tofa18,NA
unh,tofa,2011,1014,19,0.3,0.38,NA,32,33,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1015,19,0.26,0.39,NA,32,41,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1016,19,0.16,0.12,NA,14,19,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1017,19,0.26,0.34,NA,32,51,4,4,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1018,19,0.34,0.38,NA,33,49,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1019,19,0.37,0.48,NA,57,79,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1020,19,0.37,0.36,NA,37,42,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1021,19,0.29,0.34,NA,37,57,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1022,19,0.17,0.16,NA,15,22,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1023,19,0.49,0.51,NA,63,72,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1024,19,0.19,0.24,NA,24,30,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1025,19,0.33,0.46,NA,42,48,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,1026,19,0.65,0.69,NA,94,97,1,1,2011,18,1,B,NA,tofa19,NA
unh,tofa,2011,1027,19,1.64,1.95,NA,283,312,2,1,2011,18,1,B,NA,tofa19,NA
unh,tofa,2011,S1,19,0.18,0.21,NA,21,25,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,S2,19,0.15,0.15,NA,15,16,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,S3,19,0.15,0.21,NA,17,21,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,S4,19,0.16,0.17,NA,19,19,1,1,2011,18,17,A,NA,tofa19,NA
unh,tofa,2011,499,2,0.33,0.55,NA,43,57,3,1,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,500,2,1.05,1.01,NA,192,200,4,5,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1001,2,0.86,0.9,NA,140,168,4,5,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1002,2,0.4,NA,NA,39,NA,1,NA,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,1003,2,0.72,0.71,NA,102,108,2,2,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1004,2,0.22,0.22,NA,26,29,1,1,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,1005,2,0.16,0.13,NA,19,22,1,1,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,1006,2,0.57,0.62,NA,98,105,1,3,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1007,2,0.51,0.49,NA,92,42,1,1,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1008,2,0.57,0.64,NA,93,101,1,1,2011,12,5,B,NA,tofa2,4
unh,tofa,2011,1009,2,0.33,0.31,NA,52,69,1,1,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,1010,2,0.34,0.32,NA,55,60,2,1,2011,12,11,A,NA,tofa2,4
unh,tofa,2011,1028,20,0.39,0.69,NA,60,104,3,4,2011,1,0,A,NA,tofa20,NA
unh,tofa,2011,448,3,2.85,3.15,3.6,295,375,2,2,2011,2,0,C,NA,tofa3,4
unh,tofa,2011,449,3,0.55,0.84,NA,109,129,3,3,2011,2,1,B,NA,tofa3,4
unh,tofa,2011,434,4,0.6,0.58,NA,104,110,5,5,2011,3,1,B,NA,tofa4,4
unh,tofa,2011,435,4,0.45,0.66,NA,77,99,2,2,2011,3,2,A,NA,tofa4,4
unh,tofa,2012,1305,4,NA,0.6,NA,NA,79,NA,1,2011,3,0,NA,NA,tofa4,4
unh,tofa,2011,436,4,0.56,0.89,NA,93,161,2,2,2011,3,1,B,NA,tofa4,4
unh,tofa,2011,437,5,1,1.1,NA,110,160,4,4,2011,5,3,B,NA,tofa5,4
unh,tofa,2011,438,5,0.7,0.92,NA,72,119,1,2,2011,5,3,B,NA,tofa5,4
unh,tofa,2011,439,5,0.48,0.59,NA,56,89,1,1,2011,5,4,A,NA,tofa5,4
unh,tofa,2011,440,5,0.71,1.13,NA,83,175,1,1,2011,5,3,B,NA,tofa5,4
unh,tofa,2011,441,5,0.53,0.84,NA,76,105,1,1,2011,5,3,B,NA,tofa5,4
unh,tofa,2011,442,6,0.64,0.81,NA,92,114,1,1,2011,2,1,B,NA,tofa6,6
unh,tofa,2011,443,6,1.67,2,2.17,205,275,3,3,2011,2,1,B,NA,tofa6,6
unh,tofa,2011,445,7,0.22,0.53,NA,27,52,1,1,2011,3,2,A,NA,tofa7,4
unh,tofa,2011,446,7,0.5,0.53,NA,64,79,2,2,2011,3,0,B,NA,tofa7,4
unh,tofa,2011,447,7,0.21,0.23,NA,45,50,2,2,2011,3,2,A,NA,tofa7,4
unh,tofa,2011,450,8,0.91,1.25,NA,122,196,2,2,2011,3,1,B,NA,tofa8,4
unh,tofa,2011,451,8,0.22,0.29,NA,30,43,2,1,2011,3,2,A,NA,tofa8,4
unh,tofa,2011,452,8,0.77,1.28,NA,118,171,3,3,2011,3,1,B,NA,tofa8,4
unh,tofa,2011,453,9,0.76,0.68,NA,120,134,1,1,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,454,9,2.26,2.73,NA,310,375,1,1,2011,13,0,C,NA,tofa9,4
unh,tofa,2011,455,9,0.24,0.3,NA,36,44,1,1,2011,13,12,A,NA,tofa9,4
unh,tofa,2011,456,9,0.23,0.26,NA,26,36,2,2,2011,13,12,A,NA,tofa9,4
unh,tofa,2011,457,9,0.27,0.35,NA,36,49,1,1,2011,13,12,A,NA,tofa9,4
unh,tofa,2011,458,9,1.07,1.35,NA,169,228,1,2,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,459,9,0.54,0.71,NA,80,112,1,1,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,460,9,0.64,0.8,NA,80,126,2,2,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,461,9,0.93,1.31,NA,122,153,1,1,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,462,9,0.3,0.36,NA,41,61,1,2,2011,13,12,A,NA,tofa9,4
unh,tofa,2011,463,9,0.36,0.36,NA,33,48,2,2,2011,13,12,A,NA,tofa9,4
unh,tofa,2011,464,9,0.85,1.15,NA,129,196,2,2,2011,13,7,B,NA,tofa9,4
unh,tofa,2011,465,9,0.74,1.06,NA,95,131,1,1,2011,13,7,B,NA,tofa9,4
unh,wff,2011,1074,1,0.47,0.63,NA,63,64,3,3,2011,14,13,A,NA,wff1,1
unh,wff,2011,1075,1,0.32,0.32,NA,45,57,5,5,2011,14,13,A,NA,wff1,1
unh,wff,2011,1076,1,0.52,0.59,NA,79,88,5,7,2011,14,7,B,NA,wff1,1
unh,wff,2011,1077,1,0.51,0.5,NA,78,80,3,3,2011,14,7,B,NA,wff1,1
unh,wff,2011,1078,1,0.58,0.68,NA,63,113,2,1,2011,14,7,B,NA,wff1,1
unh,wff,2011,1079,1,0.78,0.79,NA,64,97,2,3,2011,14,7,B,NA,wff1,1
unh,wff,2011,1080,1,0.9,1,NA,86,111,1,1,2011,14,7,B,NA,wff1,1
unh,wff,2011,1082,1,0.6,0.53,NA,84,82,4,4,2011,14,7,B,NA,wff1,1
unh,wff,2011,1083,1,0.65,0.87,NA,109,162,3,3,2011,14,7,B,NA,wff1,1
unh,wff,2011,1084,1,0.84,0.99,NA,116,137,2,1,2011,14,7,B,NA,wff1,1
unh,wff,2011,1085,1,0.45,0.57,NA,52,61,1,1,2011,14,13,A,NA,wff1,1
unh,wff,2011,1086,1,0.17,0.17,NA,15,16,1,1,2011,14,13,A,NA,wff1,1
unh,wff,2011,1087,1,0.18,0.31,NA,22,41,1,3,2011,14,13,A,NA,wff1,1
unh,wff,2011,P1-W-3,1,0.16,NA,NA,19,NA,1,NA,2011,14,13,A,1,wff1,1
unh,wff,2011,P1-W-2,1,NA,0.21,NA,NA,13,NA,1,2011,14,0,NA,NA,wff1,1
unh,wff,2011,P1-W-4,1,NA,0.09,NA,NA,8,NA,1,2011,14,0,NA,NA,wff1,1
unh,wff,2011,1198,10,1.89,2.19,NA,401,401,1,1,2011,25,24,B,NA,wff10,4
unh,wff,2011,1199,10,2.75,2.73,NA,451,451,2,2,2011,25,11,C,NA,wff10,4
unh,wff,2011,1200,10,1.87,1.68,1.88,387,354,1,3,2011,25,24,B,NA,wff10,4
unh,wff,2011,1201,10,2.9,2.62,2.83,451,451,2,4,2011,25,11,C,NA,wff10,4
unh,wff,2011,1202,10,2.65,2.65,2.9,451,451,2,2,2011,25,11,C,NA,wff10,4
unh,wff,2011,1203,10,2.05,2.05,NA,401,401,1,1,2011,25,11,C,NA,wff10,4
unh,wff,2011,1204,10,2.5,2.65,NA,401,401,2,2,2011,25,11,C,NA,wff10,4
unh,wff,2011,1205,10,1.12,NA,NA,302,NA,2,NA,2011,25,24,B,NA,wff10,4
unh,wff,2011,1206,10,1.4,1.45,NA,360,378,4,3,2011,25,24,B,NA,wff10,4
unh,wff,2011,1207,10,2.48,2.35,2.58,401,401,2,2,2011,25,11,C,NA,wff10,4
unh,wff,2011,1208,10,2.49,2.59,2.9,401,401,1,1,2011,25,11,C,NA,wff10,4
unh,wff,2011,1209,10,1.47,1.53,1.6,350,337,2,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1210,10,1.58,1.71,NA,330,344,1,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1211,10,1.35,1.5,NA,350,350,1,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1212,10,1.35,1.35,NA,370,360,1,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1213,10,1.6,1.55,1.75,398,385,2,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1214,10,2.17,2.21,NA,401,401,3,3,2011,25,11,C,NA,wff10,4
unh,wff,2011,1215,10,0.75,0.77,NA,140,82,4,3,2011,25,24,B,NA,wff10,4
unh,wff,2011,1216,10,0.65,0.62,NA,144,146,1,1,2011,25,24,B,NA,wff10,4
unh,wff,2011,1217,10,2.4,2.45,NA,401,401,2,2,2011,25,11,C,NA,wff10,4
unh,wff,2011,1218,10,1.26,1.13,NA,325,320,2,2,2011,25,24,B,NA,wff10,4
unh,wff,2011,1219,10,2.02,1.9,2,401,401,1,1,2011,25,11,C,NA,wff10,4
unh,wff,2011,1220,10,1.9,1.93,NA,401,401,1,1,2011,25,24,B,NA,wff10,4
unh,wff,2011,1221,10,2.67,2.72,2.93,401,401,4,3,2011,25,11,C,NA,wff10,4
unh,wff,2011,1222,10,2.71,2.51,2.71,451,401,1,1,2011,25,11,C,NA,wff10,4
unh,wff,2011,P10-W-5,10,NA,0.14,NA,NA,21,NA,1,2011,25,0,NA,NA,wff10,4
unh,wff,2011,1089,11,0.6,0.66,NA,132,146,3,3,2011,9,6,B,NA,wff11,1
unh,wff,2011,1090,11,0.97,1.1,NA,144,159,2,2,2011,9,6,B,NA,wff11,1
unh,wff,2011,1091,11,0.55,0.56,NA,85,92,4,3,2011,9,6,B,NA,wff11,1
unh,wff,2011,1092,11,0.34,0.32,NA,74,85,1,1,2011,9,8,A,NA,wff11,1
unh,wff,2011,1093,11,0.42,0.44,NA,67,82,1,2,2011,9,8,A,NA,wff11,1
unh,wff,2011,1094,11,0.51,0.49,NA,107,119,1,3,2011,9,6,B,NA,wff11,1
unh,wff,2011,1095,11,0.72,0.8,NA,154,186,1,2,2011,9,6,B,NA,wff11,1
unh,wff,2011,1096,11,0.51,0.57,NA,107,109,1,1,2011,9,6,B,NA,wff11,1
unh,wff,2011,1097,11,1,1.13,NA,160,174,2,1,2011,9,6,B,NA,wff11,1
unh,wff,2011,P11-W-1,11,NA,0.9,NA,NA,9,NA,1,2011,9,0,NA,NA,wff11,1
unh,wff,2011,1116,12,2.96,2.5,3.11,401,401,2,6,2011,6,3,C,NA,wff12,1
unh,wff,2011,1117,12,2.15,2.2,NA,370,370,2,2,2011,6,3,C,NA,wff12,1
unh,wff,2011,1118,12,2.65,2.62,NA,401,401,1,1,2011,6,3,C,NA,wff12,1
unh,wff,2011,1119,12,1.89,1.89,NA,370,366,1,1,2011,6,5,B,NA,wff12,1
unh,wff,2011,1120,12,1.13,1.14,NA,320,309,2,2,2011,6,5,B,NA,wff12,1
unh,wff,2011,1122,12,3.21,3.36,NA,400,401,5,4,2011,6,3,C,NA,wff12,1
unh,wff,2011,1038,13,0.56,0.51,NA,72,88,3,5,2011,11,6,B,NA,wff13,1
unh,wff,2011,1039,13,0.61,0.74,NA,95,133,1,1,2011,11,6,B,NA,wff13,1
unh,wff,2011,1040,13,0.88,0.92,NA,144,158,6,6,2011,11,6,B,NA,wff13,1
unh,wff,2011,1041,13,0.67,0.83,NA,132,137,1,1,2011,11,6,B,NA,wff13,1
unh,wff,2011,1042,13,0.94,1.17,NA,176,189,1,1,2011,11,6,B,NA,wff13,1
unh,wff,2011,1043,13,1.11,1.22,NA,165,199,9,8,2011,11,6,B,NA,wff13,1
unh,wff,2011,1044,13,0.71,0.79,NA,120,139,1,1,2011,11,6,B,NA,wff13,1
unh,wff,2011,1045,13,0.11,0.14,NA,14,19,1,1,2011,11,10,A,NA,wff13,1
unh,wff,2011,1046,13,0.19,0.19,NA,16,19,1,1,2011,11,10,A,NA,wff13,1
unh,wff,2011,1047,13,0.13,0.19,NA,12,20,1,1,2011,11,10,A,NA,wff13,1
unh,wff,2011,1048,13,0.12,0.15,NA,14,16,1,2,2011,11,10,A,NA,wff13,1
unh,wff,2011,1123,14,2.86,2.94,3.15,401,401,5,1,2011,16,8,C,NA,wff14,4
unh,wff,2011,1124,14,2.72,2.62,2.85,385,401,1,2,2011,16,8,C,NA,wff14,4
unh,wff,2011,1125,14,2.12,2.15,NA,300,307,2,2,2011,16,8,C,NA,wff14,4
unh,wff,2011,1126,14,1.9,2,NA,308,361,1,1,2011,16,14,B,NA,wff14,4
unh,wff,2011,1127,14,2.37,2.51,NA,401,401,1,1,2011,16,8,C,NA,wff14,4
unh,wff,2011,1128,14,1.96,2.06,NA,368,388,1,1,2011,16,14,B,NA,wff14,4
unh,wff,2011,1129,14,3.28,3.35,NA,401,401,1,1,2011,16,8,C,NA,wff14,4
unh,wff,2011,1130,14,2.05,2.1,2.18,380,401,1,1,2011,16,8,C,NA,wff14,4
unh,wff,2011,1131,14,1.82,1.64,1.78,320,312,3,3,2011,16,14,B,NA,wff14,4
unh,wff,2011,1132,14,2.48,2.6,NA,401,401,4,3,2011,16,8,C,NA,wff14,4
unh,wff,2011,1133,14,2.22,2.11,2.25,401,401,6,7,2011,16,8,C,NA,wff14,4
unh,wff,2011,1134,14,0.24,0.26,NA,34,45,1,1,2011,16,15,A,NA,wff14,4
unh,wff,2011,1135,14,1.33,1.21,1.41,330,326,3,3,2011,16,14,B,NA,wff14,4
unh,wff,2011,1136,14,1.42,1.65,NA,335,368,2,3,2011,16,14,B,NA,wff14,4
unh,wff,2011,1137,14,1.82,1.88,NA,360,365,1,1,2011,16,14,B,NA,wff14,4
unh,wff,2011,1138,14,2.36,2.44,NA,401,401,5,5,2011,16,8,C,NA,wff14,4
unh,wff,2011,P14-W-5,14,NA,0.14,NA,NA,23,NA,1,2011,16,0,NA,NA,wff14,4
unh,wff,2011,1054,15,3.47,3.38,3.74,451,451,1,1,2011,13,4,C,NA,wff15,3
unh,wff,2011,1055,15,1.6,1.6,NA,325,331,2,8,2011,13,9,B,NA,wff15,3
unh,wff,2011,1056,15,5.43,4.28,5.7,451,451,2,2,2011,13,0,D,NA,wff15,3
unh,wff,2011,1057,15,2.13,2,2.73,380,401,2,2,2011,13,4,C,NA,wff15,3
unh,wff,2011,1058,15,0.94,0.38,NA,110,46,1,3,2011,13,9,B,NA,wff15,3
unh,wff,2011,1059,15,1.76,1.73,NA,401,401,1,1,2011,13,9,B,NA,wff15,3
unh,wff,2011,1060,15,3.4,3.45,3.61,451,451,4,3,2011,13,4,C,NA,wff15,3
unh,wff,2011,1061,15,2.36,2.17,2.64,380,380,1,5,2011,13,4,C,NA,wff15,3
unh,wff,2011,1062,15,0.25,0.27,NA,40,50,1,1,2011,13,12,A,NA,wff15,3
